"WardCode","WardName","borough","NESW","AreaSqKm","lon","lat","IncomeScor","LivingEnSc","NoEmployee","GrenSpace","PopDen","BornUK","NotBornUK","NoCTFtoH","NoDwelling","NoFlats","NoHouses","NoOwndDwel","MedHPrice"
"E05000243","Lordship","Hackney","Central",1.2,-0.082574,51.56517,0.31,46.99,2000,33.6,10250,8425,3855,11.7,4568,3562,1134,1399,250000
"E05000244","New River","Hackney","North",1,-0.080993,51.572767,0.35,55.35,3100,28,12600,7500,5051,10.1,4654,3863,946,992,288500
"E05000245","Queensbridge","Hackney","East",1.1,-0.064842,51.539641,0.33,49.33,3300,15.6,12454.5,8441,5229,3.5,5968,4478,1534,1418,325000
"E05000246","Springfield","Hackney","North",1,-0.060816,51.57063,0.35,40.51,1400,26.5,12400,7502,4876,8.2,4391,3375,1076,1019,237500
"E05000247","Stoke Newington Central","Hackney","East",0.7,-0.074259,51.557609,0.24,49.72,3000,13.3,17857.1,7889,4556,2.3,5356,3668,1754,1801,400000
"E05000248","Victoria","Hackney","East",0.8,-0.049097,51.539077,0.31,43.8,2000,20.9,16625,8732,4499,4.4,5667,4348,1375,1458,322750
"E05000249","Wick","Hackney","East",1.6,-0.030773,51.546439,0.36,45.79,2100,29.5,7375,7611,4123,2.3,4771,3422,1482,1149,267750
"E05000250","Addison","Hammersmith and Fulham","West",0.6,-0.219531,51.500351,0.16,51.91,5200,0.3,19166.7,6434,5084,15.7,5565,4793,950,2026,378250
"E05000251","Askew","Hammersmith and Fulham","West",0.8,-0.242108,51.503398,0.23,50.43,1800,3.6,17687.5,8138,6022,15.3,6360,5059,1411,2158,360000
"E05000252","Avonmore and Brook Green","Hammersmith and Fulham","West",0.9,-0.213566,51.49433,0.16,47.31,10300,8.8,13555.6,5844,6372,25.7,5847,5455,673,1996,432500
"E05000253","College Park and Old Oak","Hammersmith and Fulham","West",3.4,-0.237697,51.522034,0.34,34.57,14200,43.8,2691.2,4980,4195,1.4,3755,1877,1928,904,273500
"E05000254","Fulham Broadway","Hammersmith and Fulham","West",0.7,-0.200065,51.483114,0.19,49.24,4000,3.1,15714.3,6169,4827,27.6,5238,3981,1305,1468,499950
"E05000255","Fulham Reach","Hammersmith and Fulham","West",0.9,-0.218821,51.485756,0.15,43.59,8000,20.9,12500,6373,4933,31,4833,3323,1744,1746,450000
"E05000256","Hammersmith Broadway","Hammersmith and Fulham","West",1.1,-0.227589,51.493756,0.21,52.69,26600,9.4,10818.2,7099,4824,21.7,5381,4205,1256,1497,390000
"E05000257","Munster","Hammersmith and Fulham","West",0.6,-0.211739,51.478299,0.11,42.63,2100,8.5,18333.3,6787,4217,36.8,5032,3069,1983,2196,535000
"E05000258","North End","Hammersmith and Fulham","West",0.6,-0.205911,51.48787,0.19,51.59,4800,10.6,19333.3,6034,5555,12.6,5496,5119,626,1598,395000
"E05000259","Palace Riverside","Hammersmith and Fulham","West",1.5,-0.213645,51.472252,0.08,39.86,2500,54.7,5000,4931,2552,47.5,3422,2278,1152,1874,598750
"E05000260","Parsons Green and Walham","Hammersmith and Fulham","West",0.9,-0.194643,51.475733,0.12,47.41,6200,9.8,12000,6680,4133,52.3,4904,2707,2246,2256,1125000
"E05000261","Ravenscourt Park","Hammersmith and Fulham","West",1.2,-0.240675,51.495783,0.18,43.8,5000,16.3,9000,6761,4024,42.1,4910,3078,1927,2143,603225
"E05000262","Sands End","Hammersmith and Fulham","West",1.4,-0.188275,51.470692,0.23,43.29,6800,25,9107.1,7779,4981,39.9,5924,4596,1362,2117,512000
"E05000263","Shepherd's Bush Green","Hammersmith and Fulham","West",1.1,-0.225843,51.506725,0.23,56.22,17700,9.7,11090.9,6423,5752,14.3,5569,4657,1117,1438,322500
"E05000264","Town","Hammersmith and Fulham","West",0.7,-0.203872,51.475613,0.14,51.03,6100,0,16000,6662,4539,33.3,5098,3827,1384,1864,468000
"E05000265","Wormholt and White City","Hammersmith and Fulham","West",0.9,-0.238708,51.510968,0.34,38.14,1000,4.2,14888.9,7360,6029,7.9,5056,3527,1599,1373,375000
"E05000266","Alexandra","Haringey","North",2.6,-0.132931,51.598637,0.1,26.62,1400,52.3,4557.7,8630,3165,45.4,4637,2328,2367,3043,497500
"E05000267","Bounds Green","Haringey","North",1.4,-0.122419,51.605202,0.27,38.14,1900,25.3,9821.4,7075,6650,5,5848,3900,2017,2177,295000
"E05000268","Bruce Grove","Haringey","North",0.9,-0.075921,51.593318,0.34,44.62,1900,4.9,16111.1,6441,8042,0.2,5806,3142,2770,2054,220486
"E05000269","Crouch End","Haringey","North",1.4,-0.129067,51.578074,0.1,38.56,3200,14.2,8892.9,8773,3622,22.1,5834,4513,1467,3002,420000
"E05000270","Fortis Green","Haringey","North",2,-0.154025,51.592414,0.1,29.49,2500,24.6,6275,9053,3435,33.7,5141,2804,2485,2804,400000
"E05000271","Harringay","Haringey","North",1.6,-0.103417,51.578941,0.25,42.83,2200,45.4,8312.5,6746,6526,6.3,5809,4008,2036,2131,305000
"E05000272","Highgate","Haringey","North",2.5,-0.15262,51.576739,0.08,34.29,2900,42.4,4660,7965,3667,33.9,5315,3715,1766,2615,465000
"E05000273","Hornsey","Haringey","North",1.1,-0.118807,51.586527,0.24,36.46,3500,14.5,11545.5,8579,4080,8.3,5760,4144,1707,2359,307500
"E05000274","Muswell Hill","Haringey","North",1.7,-0.137307,51.586389,0.1,29.56,2600,31.2,6352.9,7965,2819,33.4,4447,2475,2147,2647,570000
"E05000275","Noel Park","Haringey","North",1.2,-0.106447,51.594389,0.34,42.62,6800,11.5,11625,6733,7206,1.8,5586,2835,2816,1712,250000
"E05000276","Northumberland Park","Haringey","North",1.9,-0.059809,51.604202,0.43,37.56,6300,23,7605.3,6708,7721,0.7,5808,3939,1969,1344,183000
"E05000277","St Ann's","Haringey","North",1.1,-0.090325,51.582149,0.31,43.08,2600,20,13318.2,6632,8006,0.5,5513,3061,2532,2137,249973
"E05000278","Seven Sisters","Haringey","North",1.3,-0.078949,51.577688,0.32,38.7,3000,23.4,12307.7,8128,7840,2.3,5789,3277,2599,1876,279950
"E05000279","Stroud Green","Haringey","North",1.1,-0.110573,51.57509,0.18,38.63,1100,24.6,10727.3,8079,3679,17,5472,4270,1336,2298,325000
"E05000280","Tottenham Green","Haringey","North",1.4,-0.072639,51.585229,0.36,45.74,4000,10.5,10428.6,6566,8014,0.9,6074,3666,2475,1732,211000
"E05000281","Tottenham Hale","Haringey","North",1.9,-0.059619,51.593661,0.38,38.07,5700,29,7947.4,6998,8066,0.1,5532,3016,2530,1754,200000
"E05000282","West Green","Haringey","North",1.4,-0.090763,51.59223,0.33,38.57,2000,38.2,9571.4,6069,7303,1.4,5323,3111,2295,1788,296000
"E05000283","White Hart Lane","Haringey","North",1.7,-0.084593,51.603627,0.42,34.6,1000,27.8,7911.8,7435,5996,0.7,4901,1413,3493,1500,216000
"E05000284","Woodside","Haringey","North",1.5,-0.1045,51.602332,0.3,39.46,4600,26.8,9700,6653,7861,2.2,5578,3090,2585,2163,270000
"E05000285","Belmont","Harrow","West",1.8,-0.310035,51.604453,0.11,12.88,1400,11,6333.3,6628,4715,17.9,3736,325,3411,3000,367500
"E05000286","Canons","Harrow","West",5.6,-0.305704,51.623013,0.12,16.88,4600,57.3,2241.1,7464,5007,38.8,5043,2245,2803,3259,301250
"E05000287","Edgware","Harrow","West",1.4,-0.279614,51.603144,0.19,20.21,2300,15,8357.1,5065,6588,1.6,3798,842,2962,2375,275000
"E05000288","Greenhill","Harrow","West",1.7,-0.332011,51.582112,0.17,25.02,16600,7.7,7352.9,5871,6549,9.2,5099,3346,1789,2218,235000
"E05000289","Harrow on the Hill","Harrow","West",3.6,-0.339916,51.568295,0.13,24.5,4500,43.4,3430.6,6844,5426,22.3,4780,2465,2326,2482,295000
"E05000290","Harrow Weald","Harrow","West",4.6,-0.34696,51.614436,0.17,16.76,2400,56.3,2489.1,7202,4174,19.2,4283,907,3378,2884,277998
"E05000291","Hatch End","Harrow","West",3.3,-0.371352,51.610132,0.11,12.88,2300,31.1,3257.6,7169,3524,52.1,4100,1094,3014,3008,368500
"E05000292","Headstone North","Harrow","West",3.3,-0.364077,51.594308,0.08,12.16,1800,49.5,3075.8,6354,3739,26.5,3651,615,3036,2916,365000
"E05000293","Headstone South","Harrow","West",1.5,-0.351105,51.586766,0.14,21.63,1700,14.4,7466.7,6213,4922,7.3,4139,1561,2593,2686,272500
"E05000294","Kenton East","Harrow","West",1.3,-0.295119,51.590397,0.19,22.89,1100,7.2,8615.4,4774,6364,1.4,3515,621,2894,2160,297500
"E05000295","Kenton West","Harrow","West",1.8,-0.316139,51.590752,0.13,14.39,3200,17.9,6250,5437,5736,9.5,3448,377,3073,2718,320000
"E05000296","Marlborough","Harrow","West",1.6,-0.334392,51.592857,0.22,23.04,3600,8.3,7718.8,5938,6321,4.4,4406,1952,2470,2463,235000
"E05000297","Pinner","Harrow","West",3.3,-0.38944,51.603151,0.11,10.96,2700,28.6,3060.6,6849,3177,43.4,4201,1549,2661,2852,476000
"E05000298","Pinner South","Harrow","West",2.4,-0.385147,51.585799,0.07,10.11,1800,22.2,4375,7347,3064,40.9,4011,862,3149,3212,400000
"E05000299","Queensbury","Harrow","West",1.6,-0.296363,51.598219,0.16,16.56,1200,23.3,7531.3,5096,6888,2.3,3708,703,3006,2505,283000
"E05000300","Rayners Lane","Harrow","West",1.5,-0.375843,51.57381,0.11,14.45,1900,10.7,7466.7,5790,5334,7.5,3762,620,3142,2750,313500
"E05000301","Roxbourne","Harrow","West",1.5,-0.367728,51.56609,0.23,20.81,1800,15.4,8600,6620,6208,0.8,4626,1761,2866,2236,225500
"E05000302","Roxeth","Harrow","West",1.6,-0.364485,51.559625,0.15,23.13,1400,18.4,7343.8,6021,5642,0.4,3892,818,3074,2529,250000
"E05000303","Stanmore Park","Harrow","West",4.5,-0.324799,51.618134,0.15,13.04,3200,45.8,2511.1,7351,3878,40.8,4541,1581,2960,2892,347500
"E05000304","Wealdstone","Harrow","West",1.2,-0.337109,51.599833,0.25,23.54,2100,3.4,9541.7,6055,5339,0.8,4001,1289,2731,2205,250000
"E05000305","West Harrow","Harrow","West",1.5,-0.357322,51.577786,0.15,18.15,2400,19.7,6966.7,5919,4454,5.7,3784,1002,2794,2472,315000
"E05000306","Brooklands","Havering","East",4.2,0.165104,51.572884,0.15,26.36,8700,44.9,3571.4,12360,2597,0.6,6222,2008,4226,3938,201000
"E05000307","Cranham","Havering","East",6.6,0.264626,51.569873,0.06,10.52,1500,55.9,1901.5,11771,757,19.1,5275,718,4557,4565,258500
"E05000308","Elm Park","Havering","East",3.7,0.197109,51.542086,0.14,18.76,900,55.7,3378.4,11103,1363,0.4,5205,937,4268,3883,200000
"E05000309","Emerson Park","Havering","East",4.6,0.231768,51.575109,0.06,10.92,1700,31.2,2608.7,10612,1365,40.7,4689,519,4171,4097,310000
"E05000310","Gooshays","Havering","East",7.8,0.231189,51.614933,0.27,23.07,2200,68.4,1891,13115,1577,1.1,6094,1712,4388,2945,168000
"E05000311","Hacton","Havering","East",2.5,0.219022,51.550492,0.07,14.62,2200,24.1,4920,11365,897,5.1,5052,544,4508,4317,250000
"E05000312","Harold Wood","Havering","East",7.6,0.246604,51.592288,0.13,17.84,6200,60.7,1671.1,11461,1189,4.5,5615,1238,4390,3947,214000
"E05000313","Havering Park","Havering","East",9.8,0.17436,51.61299,0.17,13.28,1500,75.3,1331.6,11819,1181,3.2,5181,1069,4112,3613,208000
"E05000314","Heaton","Havering","East",3.4,0.208889,51.604726,0.25,16.87,1700,45.3,3705.9,10940,1630,1,5395,1477,3918,2858,165000
"E05000315","Hylands","Havering","East",2.9,0.198345,51.563509,0.08,13.82,3600,26,4482.8,11926,1026,9.2,5075,534,4541,4236,235000
"E05000316","Mawneys","Havering","East",3,0.160069,51.591444,0.12,21.85,1700,32.1,4316.7,11714,1201,1,5379,936,4445,4126,199000
"E05000317","Pettits","Havering","East",4,0.186575,51.592557,0.08,13.43,2100,32.4,3250,11998,957,19.4,5222,575,4664,4466,250000
"E05000318","Rainham and Wennington","Havering","East",16.9,0.207713,51.509742,0.13,14.9,4400,79,739.6,11124,1358,4.2,5092,773,4319,3861,195000
"E05000319","Romford Town","Havering","East",2.9,0.18869,51.577257,0.12,28.54,16600,8.1,5500,13281,2640,7.2,7351,3398,4000,4511,201200
"E05000320","St Andrew's","Havering","East",2.7,0.217465,51.559785,0.1,22.62,5100,18.8,4963,12301,1033,6.1,5827,1725,4108,4280,233500
"E05000321","South Hornchurch","Havering","East",6.8,0.180055,51.523513,0.16,19.13,3800,45,2000,11945,1599,1.1,5592,1388,4206,3830,187500
"E05000322","Squirrel's Heath","Havering","East",2.6,0.212492,51.582627,0.08,20.46,2100,16.7,5096.2,11953,1241,19.1,5701,1740,3961,4252,249250
"E05000323","Upminster","Havering","East",22.5,0.272793,51.54525,0.04,14.46,4000,82,571.1,12052,781,36.4,5217,605,4612,4559,345000
"E05000324","Barnhill","Hillingdon","West",2.1,-0.407151,51.525194,0.21,24.78,1400,27.8,6452.4,7346,6103,0.3,4426,1172,3259,2538,225000
"E05000325","Botwell","Hillingdon","West",4.4,-0.433141,51.51233,0.24,26.27,11300,32.2,3431.8,8608,6426,1.2,5074,1422,3663,2661,190000
"E05000326","Brunel","Hillingdon","West",3.3,-0.464129,51.528144,0.17,22.3,8300,40.5,4212.1,9788,4053,8.8,4587,1348,3272,2535,226750
"E05000327","Cavendish","Hillingdon","West",2,-0.396547,51.570323,0.08,11.44,2100,17.7,5850,9711,1947,10.2,4536,599,3940,3668,320000
"E05000328","Charville","Hillingdon","West",3,-0.426788,51.532274,0.14,19.49,2600,44.9,4233.3,8827,3795,0.9,4486,810,3677,3184,220500
"E05000329","Eastcote and East Ruislip","Hillingdon","West",4.1,-0.412299,51.583178,0.05,13.54,2200,33.4,2975.6,10013,2129,57.3,4875,795,4080,3978,399998
"E05000330","Harefield","Hillingdon","West",15.2,-0.476235,51.598469,0.14,14.53,3800,85.5,490.1,6418,981,16.4,3132,719,2413,1945,243000
"E05000331","Heathrow Villages","Hillingdon","West",23.5,-0.458741,51.477272,0.16,31.99,56700,31.4,523.4,6931,5268,1.9,4704,1775,2929,2236,230000
"E05000332","Hillingdon East","Hillingdon","West",3.6,-0.437915,51.542509,0.13,22.42,5100,48.1,3611.1,9902,3004,2,4659,689,3972,3173,249225
"E05000333","Ickenham","Hillingdon","West",6.2,-0.460352,51.564814,0.04,8.43,2000,55.7,1685.5,8733,1654,56.3,4059,382,3677,3393,389500
"E05000334","Manor","Hillingdon","West",2,-0.413917,51.568642,0.07,17.23,1500,18,5750,9590,1852,10.6,4634,864,3771,3685,275000
"E05000335","Northwood","Hillingdon","West",7.4,-0.436683,51.60579,0.08,11.02,5200,61,1425.7,7142,3327,44.3,4916,2157,2767,2959,345000
"E05000336","Northwood Hills","Hillingdon","West",3.3,-0.409594,51.598839,0.11,14.3,2300,33.3,3530.3,8348,3230,23.5,4844,1438,3409,3149,356000
"E05000337","Pinkwell","Hillingdon","West",2.7,-0.433462,51.498579,0.21,25.13,2500,26.9,5500,8076,6691,0.2,4737,907,3830,2734,233000
"E05000338","South Ruislip","Hillingdon","West",7.4,-0.408674,51.555176,0.12,18.46,5100,62.8,1682.4,9495,2869,4,4802,1280,3522,3266,250000
"E05000339","Townfield","Hillingdon","West",3.5,-0.409731,51.511524,0.24,24.83,6500,30.8,4057.1,7795,6311,1.4,4751,1553,3203,2195,250000
"E05000340","Uxbridge North","Hillingdon","West",4.6,-0.464629,51.546981,0.09,17.01,10900,34.5,2630.4,9232,2816,31.9,5132,1347,3785,3228,235000
"E05000341","Uxbridge South","Hillingdon","West",3.1,-0.484445,51.535048,0.14,20.33,38900,26.2,4532.3,9666,4313,7.8,5112,2108,3011,2520,198500
"E05000342","West Drayton","Hillingdon","West",3.5,-0.470326,51.50266,0.23,22.85,2000,32,4128.6,10401,3969,5.3,5609,1820,3793,2918,220000
"E05000343","West Ruislip","Hillingdon","West",4.4,-0.437987,51.581102,0.08,13.16,4200,49.5,2431.8,8663,1948,28,4798,1573,3225,3172,305000
"E05000344","Yeading","Hillingdon","West",2.3,-0.389108,51.523197,0.23,19.11,1300,33.3,5934.8,7788,5798,3.4,4853,1459,3394,2663,220000
"E05000345","Yiewsley","Hillingdon","West",4,-0.466115,51.515998,0.21,19.28,7800,41.3,3262.5,9386,3593,0.7,5181,1905,3276,2491,218250
"E05000346","Bedfont","Hounslow","West",4.4,-0.439945,51.450406,0.19,23.08,7800,52.5,2897.7,8763,3938,1.3,5045,1680,3366,2699,200000
"E05000347","Brentford","Hounslow","West",3.2,-0.301699,51.492722,0.21,31.04,11300,42.9,4500,8854,5499,6.2,6096,3662,2454,2541,290000
"E05000348","Chiswick Homefields","Hounslow","West",2.3,-0.254333,51.483942,0.09,30.28,5900,42.2,4956.5,7492,3854,45.8,4993,2661,2390,2638,599975
"E05000349","Chiswick Riverside","Hounslow","West",2.1,-0.270523,51.483333,0.12,26.8,1600,35.2,5523.8,8047,3496,42.8,5271,2885,2404,2865,500000
"E05000350","Cranford","Hounslow","West",2.7,-0.404874,51.473493,0.22,27.3,5700,26.6,4574.1,5401,6929,1.5,4002,1380,2626,1748,248000
"E05000351","Feltham North","Hounslow","West",3.4,-0.410766,51.45769,0.2,25.5,5900,36.4,3411.8,7437,4126,0.8,4304,1213,3097,2539,219250
"E05000352","Feltham West","Hounslow","West",3.2,-0.428102,51.439258,0.19,17.81,4600,41.4,4875,10518,5023,0.1,5883,2368,3527,2982,196000
"E05000353","Hanworth","Hounslow","West",3.3,-0.391465,51.432512,0.26,27.12,3600,45.3,3697,8641,3514,1,4725,1791,2942,2266,205000
"E05000354","Hanworth Park","Hounslow","West",3.6,-0.402297,51.440403,0.16,26.48,8800,41.4,3180.6,8158,3250,3.7,4567,1532,3044,2843,225500
"E05000355","Heston Central","Hounslow","West",1.7,-0.380811,51.478877,0.19,28.85,1200,15.8,7264.7,5570,6718,4.4,3932,1230,2706,2199,262500
"E05000356","Heston East","Hounslow","West",2,-0.370407,51.483989,0.17,21.5,2900,27.1,6175,5355,6964,8.3,4062,1308,2757,2297,250000
"E05000357","Heston West","Hounslow","West",3.8,-0.397365,51.488043,0.25,23.78,4000,39.1,3276.3,6085,6353,0.4,4069,1600,2471,1898,180000
"E05000358","Hounslow Central","Hounslow","West",1.7,-0.356658,51.471037,0.12,28.64,11600,11.1,8970.6,5391,9778,3.9,5481,2829,2690,2336,239500
"E05000359","Hounslow Heath","Hounslow","West",2.8,-0.381281,51.459009,0.18,28.56,3300,48.7,5285.7,6183,8544,2.4,4960,2043,2986,2302,205500
"E05000360","Hounslow South","Hounslow","West",1.8,-0.350078,51.463037,0.09,18.24,900,17.9,6361.1,6991,4417,1.7,4000,617,3391,2957,277000
"E05000361","Hounslow West","Hounslow","West",1.6,-0.383126,51.468388,0.16,28.77,3900,10.2,7937.5,4735,7923,3.2,4007,1402,2621,1954,239000
"E05000362","Isleworth","Hounslow","West",2,-0.331609,51.464883,0.23,21.54,4700,22.6,6000,7927,4050,3.9,4974,2530,2457,2229,246250
"E05000363","Osterley and Spring Grove","Hounslow","West",6.3,-0.34427,51.48671,0.09,23.9,13300,54.2,2079.4,7035,5996,29.3,4876,2059,2838,3051,297475
"E05000364","Syon","Hounslow","West",2.9,-0.317107,51.478947,0.22,24.67,7600,42.5,4689.7,8585,4969,7.6,5971,3501,2481,2756,286750
"E05000365","Turnham Green","Hounslow","West",1.8,-0.270449,51.49287,0.1,38.13,17800,7.4,6388.9,6876,4572,32.5,5674,3634,2101,2707,375000
"E05000366","Barnsbury","Islington","Central",0.8,-0.111097,51.537358,0.22,41.12,6400,11,15250,7872,4329,22.2,5838,4745,1148,1826,430000
"E05000367","Bunhill","Islington","Central",1.1,-0.094602,51.524921,0.24,44.07,63700,13.5,13272.7,8503,6136,20.2,7299,7192,174,1471,445000
"E05000368","Caledonian","Islington","Central",1.1,-0.118975,51.54048,0.3,34.5,14900,16.4,12636.4,8714,5182,9.1,6328,5260,1147,1493,345000
"E05000369","Canonbury","Islington","Central",0.8,-0.0912,51.543393,0.29,46.61,1300,14.4,15125,8487,3585,14.3,5818,4846,1029,1678,403000
"E05000370","Clerkenwell","Islington","Central",0.9,-0.108128,51.52655,0.21,50.95,43900,9.3,12777.8,7061,4429,24,5663,5186,547,1565,455000
"E05000371","Finsbury Park","Islington","North",0.9,-0.113609,51.561804,0.31,46.24,6100,15.9,16000,8387,5971,9.4,6367,5365,1128,1453,315000
"E05000372","Highbury East","Islington","Central",1,-0.098375,51.553105,0.19,47.39,3100,21.6,11650,8044,3590,26.5,5345,3982,1409,2183,446500
"E05000373","Highbury West","Islington","Central",1.1,-0.105633,51.55693,0.24,46.76,4700,10.5,13681.8,9841,5189,16.5,7300,5817,1559,2246,400000
"E05000374","Hillrise","Islington","North",0.8,-0.128221,51.570669,0.29,31.2,1200,18.3,14750,7916,3878,14.6,5142,3990,1219,1699,375000
"E05000375","Holloway","Islington","Central",1,-0.11933,51.550783,0.28,42.17,4000,16.9,15000,9043,5940,6.7,6803,5981,931,1709,328500
"E05000376","Junction","Islington","North",1,-0.135035,51.563071,0.25,48.13,8400,16.6,12050,7855,4170,11.2,5771,4813,1069,1689,334975
"E05000377","Mildmay","Islington","Central",0.8,-0.086781,51.549558,0.29,51.67,1400,10.4,16187.5,8553,4364,10.5,5985,5127,937,1664,372500
"E05000378","St George's","Islington","Central",0.8,-0.128123,51.555804,0.23,43.74,2300,8.1,15500,8337,4063,14.2,5453,4634,993,1875,345000
"E05000379","St Mary's","Islington","Central",0.9,-0.104311,51.542235,0.23,49.15,11100,9.6,12888.9,7728,3825,20,5911,4796,1163,1516,523500
"E05000380","St Peter's","Islington","Central",0.8,-0.097249,51.535345,0.25,38.34,6300,10.4,14812.5,8035,3787,26.6,5693,4202,1538,1884,502500
"E05000381","Tollington","Islington","North",0.8,-0.119775,51.567068,0.28,43.89,2000,13.3,16625,8719,4592,7.8,6156,4920,1349,1820,340000
"E05000382","Abingdon","Kensington and Chelsea","West",0.6,-0.197522,51.496405,0.08,50.92,6900,5.9,16583.3,4045,5968,65.9,5138,4453,946,2033,825000
"E05000383","Brompton","Kensington and Chelsea","Central",1,-0.169978,51.495827,0.05,55.29,22200,10.8,8800,3383,5456,81.1,5562,4904,936,1618,1200000
"E05000384","Campden","Kensington and Chelsea","Central",0.9,-0.193716,51.505644,0.05,47.99,7600,27.9,9055.6,3863,4315,76.6,4500,3388,1162,1884,1100000
"E05000385","Colville","Kensington and Chelsea","Central",0.4,-0.204839,51.51632,0.21,63.56,3500,10.5,20875,4657,3720,24.6,4570,4242,459,1132,652500
"E05000386","Courtfield","Kensington and Chelsea","Central",0.5,-0.183217,51.492062,0.05,52.78,4400,13.3,17800,3447,5486,71.5,4729,4495,610,1792,863750
"E05000387","Cremorne","Kensington and Chelsea","West",0.6,-0.176333,51.481669,0.2,59.25,3000,29.2,13250,4430,3534,37,4172,3609,621,1335,720000
"E05000388","Earl's Court","Kensington and Chelsea","West",0.5,-0.195544,51.491248,0.14,61.93,4600,10,18100,3549,5555,30.5,4780,4884,323,1557,530000
"E05000389","Golborne","Kensington and Chelsea","West",0.9,-0.213805,51.524558,0.33,54.85,4400,34.6,9888.9,4821,4116,4.7,4079,3830,344,563,385250
"E05000390","Hans Town","Kensington and Chelsea","Central",0.6,-0.162315,51.493602,0.07,43.77,7300,8.5,14583.3,3908,4884,62.1,6471,5472,1081,1728,1200000
"E05000391","Holland","Kensington and Chelsea","West",1,-0.206298,51.501827,0.09,47.84,3600,28.2,9750,4230,5537,65.1,4782,3931,1055,2070,781290
"E05000392","Norland","Kensington and Chelsea","West",0.7,-0.211346,51.509718,0.16,44,4500,15.3,12357.1,5145,3530,42.7,4367,3100,1308,1480,620000
"E05000393","Notting Barns","Kensington and Chelsea","West",0.6,-0.217425,51.515829,0.3,46.29,4000,9.3,15833.3,5566,3971,15.2,4192,3562,675,1082,488050
"E05000394","Pembridge","Kensington and Chelsea","Central",0.5,-0.199273,51.511473,0.07,56.04,3800,11.9,15300,3740,3919,55.6,4093,3665,753,1645,825000
"E05000395","Queen's Gate","Kensington and Chelsea","Central",0.6,-0.185642,51.498631,0.03,49.03,11600,5.8,16333.3,3626,6221,81.2,5411,4819,826,2050,1000000
"E05000396","Redcliffe","Kensington and Chelsea","West",0.7,-0.187379,51.486882,0.1,51.66,2500,28.4,13142.9,4308,4937,53.9,5083,4367,835,2209,680000
"E05000397","Royal Hospital","Kensington and Chelsea","Central",0.9,-0.159961,51.486847,0.05,49.81,4900,43.1,8055.6,4004,3248,74.1,4131,3208,958,1698,895000
"E05000398","St Charles","Kensington and Chelsea","West",0.7,-0.219552,51.521938,0.29,47.48,2400,21.9,13285.7,5816,3527,15.5,4223,3649,707,1001,450000
"E05000399","Stanley","Kensington and Chelsea","West",0.7,-0.176509,51.486129,0.07,46.11,13400,9.1,11642.9,4200,3987,63.8,4515,3281,1247,1830,900000
"E05000400","Alexandra","Kingston upon Thames","South",2.7,-0.275273,51.383887,0.07,18.35,2700,43.5,3425.9,6731,2515,15.5,3443,447,2996,2736,327000
"E05000401","Berrylands","Kingston upon Thames","South",1.5,-0.289457,51.392646,0.08,30.14,1700,10.8,6300,7165,2272,20.4,4382,2435,2012,2362,292500
"E05000402","Beverley","Kingston upon Thames","South",1.9,-0.258938,51.40274,0.1,24.99,4600,26.5,5342.1,6830,3279,18.3,4033,1231,2816,2550,310000
"E05000403","Canbury","Kingston upon Thames","South",1.2,-0.294663,51.416852,0.08,32.56,4000,7,10333.3,8976,3397,20.4,5262,2514,2803,2844,339325
"E05000404","Chessington North and Hook","Kingston upon Thames","South",1.9,-0.305369,51.368154,0.11,15.84,1900,27.5,4605.3,7236,1505,2.3,3413,594,2836,2547,248000
"E05000405","Chessington South","Kingston upon Thames","South",7.6,-0.312027,51.347966,0.09,15.02,4500,75.7,1348.7,8772,1460,6.6,4112,863,3249,3149,249950
"E05000406","Coombe Hill","Kingston upon Thames","South",4.4,-0.264684,51.421768,0.08,19.28,6600,42.1,2352.3,6153,4204,47.3,3814,1614,2224,2258,480000
"E05000407","Coombe Vale","Kingston upon Thames","South",1.6,-0.267391,51.409241,0.07,20.88,2200,11,6093.8,6488,3262,30,3699,763,2937,2623,359000
"E05000408","Grove","Kingston upon Thames","South",1.9,-0.29991,51.404674,0.1,36.73,23500,23.6,5763.2,7512,3443,19,5015,3472,1622,2355,305000
"E05000409","Norbiton","Kingston upon Thames","South",1.3,-0.285584,51.407603,0.18,36.9,3700,34.5,7807.7,6662,3445,8.4,4153,2035,2127,1755,285500
"E05000410","Old Malden","Kingston upon Thames","South",1.8,-0.255442,51.385014,0.09,18.21,900,21.6,5250,6853,2578,32.8,3641,676,2969,2764,370000
"E05000411","St James","Kingston upon Thames","South",2.2,-0.25645,51.393262,0.08,21.58,1700,28.2,4090.9,5623,3346,29.8,3382,550,2842,2503,335000
"E05000412","St Mark's","Kingston upon Thames","South",1.4,-0.301692,51.396049,0.05,44.4,3800,23.9,7464.3,7428,3055,12,4468,3232,1376,2364,291000
"E05000413","Surbiton Hill","Kingston upon Thames","South",1.7,-0.301322,51.384811,0.07,37.02,1900,5.8,6176.5,7842,2617,21,4719,2753,2023,2813,270000
"E05000414","Tolworth and Hook Rise","Kingston upon Thames","South",2.6,-0.289905,51.374269,0.1,25.42,5500,33.1,3788.5,7264,2569,3.1,3822,855,2981,2690,250000
"E05000415","Tudor","Kingston upon Thames","South",1.6,-0.301319,51.424963,0.06,16.63,1800,22.7,6000,7285,2293,32.8,3840,961,2885,2883,440500
